T,qubits,tuning_seed,optimal_mass,feasible_mass,best_feasible_mass,achieved_H,entropy,participation,identifiable
5,10,7,0.00019811574957763072,0.03963901295435746,0.00019811574957763072,1.654688855347798,6.148033991532268,242.46925589155467,0.55
5,10,8,0.004999773481664402,0.1460240520244697,0.004999773481664402,0.9848058438311587,6.2315235059008405,409.1903872107106,1.0
5,10,9,8.403429339519276e-05,0.02891406748839014,8.403429339519276e-05,1.624882104264757,6.0358466931224015,224.7592839832426,0.3
5,10,10,0.0003817233670967249,0.0349974506582587,0.0003817233670967249,1.5615265861954672,6.085119232105162,232.00067475081977,0.8
5,10,11,0.005279537279986496,0.16239057552093533,0.005279537279986496,0.9849044293419162,6.203084807964897,383.2506450594107,1.0
5,10,12,0.00545885837036495,0.1611841640979777,0.00545885837036495,0.890378472356687,6.169596281674625,388.7649523383205,1.0
5,10,13,0.005625915652114673,0.16757280722504284,0.005625915652114673,0.9543250184017491,6.162310435843052,368.02795452005876,1.0
5,10,14,8.43563289950815e-05,0.028866469772151054,8.43563289950815e-05,1.624877019205648,6.035955124108542,224.79058950021496,0.325
5,10,15,0.0032940833504876577,0.12344270910430695,0.0032940833504876577,1.0685263672727556,6.451355150851748,531.1640865935946,1.0
5,10,16,0.0037667359137034174,0.10694314799343019,0.0037667359137034174,1.0737191074508226,6.219928557343818,425.13307348024205,1.0
5,10,17,0.00487433369856737,0.14933298725111363,0.00487433369856737,0.9025374612487385,6.242178631910514,429.635612170668,1.0
5,10,18,0.0035923906424440858,0.11422786443352353,0.0035923906424440858,1.0347101459763175,6.365374808154497,503.4870110531125,1.0
5,10,19,0.004511372225563156,0.1277105430934023,0.004511372225563156,0.9838000335281047,6.256855823158476,429.1738940513786,1.0
5,10,20,0.0037115105234881442,0.13326153089003384,0.0037115105234881442,1.0589291854818832,6.416839112353768,493.991867488039,1.0
6,12,1,0.0013216375617397674,0.1065120704442346,0.0013216375617397674,1.4014814507562823,7.549631809355416,1492.4335291788746,0.995
6,12,2,0.0015234848701401722,0.11017832698851607,0.0015234848701401722,1.2787828602891138,7.553721024422787,1566.037995451417,0.995
6,12,3,6.215333785761947e-05,0.02080652318174431,6.215333785761947e-05,2.2203367469270505,7.303844528465262,780.5041044869564,0.24
6,12,4,0.001267426438276317,0.10578719818695335,0.001267426438276317,1.4652500532466604,7.692352232302159,1681.3924336848418,0.995
6,12,5,0.00013493442225658218,0.020178983718571047,0.00013493442225658218,2.206699190602054,7.2578308560658815,583.9344802867574,0.375
6,12,6,0.0006369405554757484,0.06629731109514136,0.0006369405554757484,1.625893307528933,7.803526302765883,2085.2917233366893,0.925
6,12,7,0.00013544705982483196,0.02019629803516736,0.00013544705982483196,2.2066972002569285,7.258132658587955,584.2461866197378,0.46
6,12,8,0.0013203623682664656,0.10653480852086755,0.0013203623682664656,1.40523927269917,7.552312228519968,1492.8443551052699,1.0
6,12,9,0.000959383242304082,0.08538030709904665,0.000959383242304082,1.4943343393668933,7.791208024152602,2031.591219213534,0.965
6,12,10,0.00013346348149864746,0.0201378261775007,0.00013346348149864746,2.2067119043468284,7.2564846943084,582.4901493961851,0.405
6,12,11,0.0018348087226534916,0.12526590622499306,0.0018348087226534916,1.333038756164034,7.472471836470558,1334.6142872664616,0.995
6,12,12,0.001820341980719624,0.12307523088911759,0.001820341980719624,1.2719539403569198,7.47078788287727,1368.6274320197906,1.0
6,12,13,0.0017683819387930254,0.12348368109628027,0.0017683819387930254,1.367598209119878,7.495977206909864,1359.3173231427565,1.0
6,12,14,0.00013534090734916243,0.020194174963833217,0.00013534090734916243,2.2066974753084656,7.257994050495295,584.1001235494068,0.39
6,12,15,0.0009486566123432114,0.08869215767416876,0.0009486566123432114,1.4927534294932654,7.791775202124411,2009.078321804439,0.98
6,12,16,0.0007771472553228593,0.07579454926003797,0.0007771472553228593,1.497262859113143,7.5207829635218575,1529.7615126908427,0.95
6,12,17,0.0015903199954762103,0.11265374482376048,0.0015903199954762103,1.2720805588305395,7.54522415926118,1535.1485026541418,1.0
6,12,18,0.0009589294999476813,0.08372676644544391,0.0009589294999476813,1.4205578991497263,7.668731308782055,1809.596967839418,0.97
6,12,19,0.0011160379972603698,0.0919009168959361,0.0011160379972603698,1.3848472959840317,7.56489876255219,1552.2795753448618,0.98
6,12,20,0.0006273763834443093,0.07021763595946931,0.0006273763834443093,1.6246555233430051,7.795485283375359,2065.5792585759723,0.925
7,14,1,1.2267085303267218e-05,0.012432811069512403,1.2267085303267218e-05,3.302943100635197,8.455974251005301,1932.128349236599,0.045
7,14,2,0.00018736683949212356,0.046301449925013394,0.00018736683949212356,2.0222799125821775,9.005299886786494,7085.415859419535,0.545
7,14,3,2.1164795412933535e-06,0.007241520303793628,2.1164795412933535e-06,3.378224538289768,8.438641214526815,1821.4898114615653,0.005
7,14,4,0.00019849373888960372,0.04949599217297423,0.00019849373888960372,2.1130016704925523,9.166441703375392,8303.686448408205,0.545
7,14,5,1.32278767795351e-05,0.012758293287943447,1.32278767795351e-05,3.2949502184230335,8.461076749008893,1969.1754920189085,0.05
7,14,6,1.2197157450034408e-05,0.012304267857092106,1.2197157450034408e-05,3.3029763298004955,8.455110753477973,1933.2016251173843,0.025
7,14,7,0.00015649699200634531,0.042229117838559205,0.00015649699200634531,2.1944774060021652,9.171099073246294,8398.902764634864,0.45
7,14,8,1.7436570635864638e-05,0.01393689017879987,1.7436570635864638e-05,3.282057248111478,8.403830380947065,1706.7635399815308,0.07
7,14,9,1.2930194690572647e-05,0.012267441789426464,1.2930194690572647e-05,3.303893737515928,8.450570938028084,1914.2831038012837,0.05
7,14,10,1.7626565423822784e-05,0.013224562934493048,1.7626565423822784e-05,3.2875849261130115,8.439516067893134,1818.6857475798738,0.075
7,14,11,0.00024926290481182446,0.05366910276081796,0.00024926290481182446,1.8731484526610391,8.906756309939034,6316.553995617549,0.64
7,14,12,1.6517221169552746e-05,0.014924751139306875,1.6517221169552746e-05,3.2664786228014346,8.396681909047848,1634.9242536371246,0.1
7,14,13,1.0270971466621279e-06,0.007246366855244352,1.0270971466621279e-06,3.3926874028664664,8.445521312007864,1923.2824883467576,0.0
7,14,14,1.6549179000296587e-05,0.014935062331792492,1.6549179000296587e-05,3.2664711033536733,8.396111127586853,1633.76325203631,0.06
7,14,15,0.0002021779645598314,0.04837098965884283,0.0002021779645598314,2.11442616857681,9.169988262480071,8367.76557112018,0.55
7,14,16,0.00016886108984375198,0.0437181489109086,0.00016886108984375198,2.1897117798699304,9.163385868677048,8097.854779796951,0.52
7,14,17,0.0002574559933312191,0.05511768702138436,0.0002574559933312191,1.876224201243674,8.946574714046001,6601.461088429779,0.675
7,14,18,0.00021073970064883972,0.04954955993174964,0.00021073970064883972,2.1119723630595546,9.16631305847159,8234.54000960515,0.635
7,14,19,2.082920447807762e-05,0.01098583241234701,2.082920447807762e-05,3.2966578114344838,8.460479461888673,1946.2085897314898,0.1
7,14,20,0.00015661005047857353,0.04216080661610951,0.00015661005047857353,2.194349875984715,9.170794866650517,8389.898434104149,0.46
