instance_seed,alpha,reps,tuning_seed,achieved_H,ideal_opt_mass,feasibility,qubo_min_is_optimum,params
6,0.01,2,35,-0.06546233,0.0459014,0.28657398,False,"[3.870633668775465, 2.0623283412199744, 2.5279703843816406, -0.45224951045059303]"
6,0.01,2,36,-0.09739163,0.07780214,0.26161709,False,"[5.600911445956703, 2.7683991577952445, 1.8268793173358597, 3.4035607914395696]"
6,0.01,2,37,-0.05319984,0.04973865,0.22995291,False,"[-0.15805531059637448, 2.9466556765057628, 1.6512235094151235, 1.0511707715432366]"
6,0.01,2,38,-0.08144668,0.07307388,0.2297275,False,"[2.7839458597078868, 2.955899824895014, 1.4017950528333458, 3.261711518294297]"
6,0.01,2,39,-0.09176374,0.07220883,0.25330008,False,"[2.434539908224048, 2.771462076680663, 1.6401055672619456, 3.192916478973096]"
6,0.01,2,40,-0.08830069,0.08407974,0.20128129,False,"[2.0878411543567053, 0.675343473153307, 2.767137385151629, -0.6915042627779134]"
6,0.0209,2,1,0.04344293,0.0655805,0.38617639,True,"[2.7721962205490205, 2.961209581564909, 0.9622101746520882, 2.7518047202105897]"
6,0.0209,2,2,0.05728899,0.05954417,0.35039695,True,"[1.9715131429097734, 0.8102677016610076, 1.6814412227207034, -0.4204761820576199]"
6,0.0209,2,3,0.12482403,0.04995044,0.31881778,True,"[1.293124702442963, 1.4993806725006813, 1.1141466262365862, 1.7284509967103086]"
6,0.0209,2,4,0.04883081,0.06266561,0.3670547,True,"[2.748478178389663, 2.948330297923602, 0.8385776964193238, 2.333204893890766]"
6,0.0209,2,5,0.02751901,0.07543786,0.43665017,True,"[2.54223413685803, 2.7633338634715026, 1.337682142935385, 1.9638893659609316]"
6,0.0209,2,6,0.08206825,0.05227114,0.30499525,True,"[4.922830538333984, 1.014609864372756, 2.0629289211121455, -0.6466256514101305]"
6,0.0209,2,7,0.02749115,0.07532885,0.43602562,True,"[2.542588753374968, 2.762655558259859, 1.3377676076812426, 1.9576156019432176]"
6,0.0209,2,8,0.12273742,0.05081442,0.3239552,True,"[1.2881240220428751, 1.4961212826591501, 1.1137580205937858, 1.949178951805118]"
6,0.0209,2,9,0.11971874,0.05228809,0.33230942,True,"[4.4225755552762465, 1.4961786077940207, 1.1769140457509497, 2.384006291537908]"
6,0.0209,2,10,0.03208389,0.07863259,0.45303062,True,"[2.5642617278679563, 2.767714564948976, 1.4206640835904074, 2.1112722907154815]"
6,0.0209,2,11,0.04593135,0.06380237,0.37395479,True,"[2.7575455485462377, 2.9525169802568363, 0.8813859606960417, 2.4598915828135546]"
6,0.0209,2,12,0.02767216,0.07579463,0.43853287,True,"[-0.5968412537457609, -0.3770066962230199, 1.3505753825650326, 1.977025322302112]"
6,0.0209,2,13,0.04411503,0.06462306,0.37976057,True,"[2.7631901459575356, 2.958668100241495, 0.9185366905003574, 2.594138433369865]"
6,0.0209,2,14,0.04346058,0.06569506,0.38690245,True,"[2.773417824451223, 2.961693362803868, 0.9703184461697038, 2.7711220448436276]"
6,0.0209,2,15,0.02817941,0.0731186,0.42433468,True,"[2.5283767513349735, 2.76168212880099, 1.2747912803913684, 1.8830830156428762]"
6,0.0209,2,16,0.0444951,0.06624371,0.3920034,True,"[2.7813369932558096, -0.17712086187440557, 1.0033602454244277, 2.954008099125187]"
6,0.0209,2,17,0.04619746,0.06328433,0.37229694,True,"[2.758706695504298, 2.9575923691891655, 0.8729149689148625, 2.4431396477419858]"
6,0.0209,2,18,0.05418797,0.06192182,0.36368028,True,"[2.471708258002851, 2.7740881828229007, 0.9285209532458976, 1.6230553776150238]"
6,0.0209,2,19,0.1200034,0.05242743,0.33339611,True,"[1.2920725539217557, 1.4839156480088191, 1.3245156903372508, 3.8669575034414594]"
6,0.0209,2,20,0.1191007,0.05240628,0.33309402,True,"[1.279764790542809, 1.4928281737030464, 1.1526078844299417, 2.4666909042910756]"
6,0.0209,2,21,0.02761681,0.07572399,0.43805776,True,"[2.544358785278682, 2.762998192772382, 1.3421752578245267, 1.9758831605715084]"
6,0.0209,2,22,0.04397274,0.06467964,0.38043562,True,"[2.7665909346530273, -0.18200869750096213, 0.9246819789005748, 2.60970240907033]"
6,0.0209,2,23,0.029079,0.07224084,0.42012084,True,"[2.519614903239932, 2.7590601673732005, 1.250432198270772, 1.8542417192298177]"
6,0.0209,2,24,0.02744421,0.07496054,0.43415339,True,"[2.5398911152259798, 2.761552786167331, 1.3274364581661087, 1.9434668685600818]"
6,0.0209,2,25,0.14952935,0.04209506,0.27932934,True,"[1.2352328676851083, 2.9575758198139606, 0.8846981934060939, 2.5019452787490173]"
6,0.0209,2,26,0.02869012,0.07699856,0.44491769,True,"[2.552373562658815, 2.764964546677917, 1.3842939594284116, 2.02562316056523]"
6,0.0209,2,27,0.02744668,0.07483601,0.43343181,True,"[2.5390276967467185, 2.7617088410729664, 1.3210513173585847, 1.940617140035058]"
6,0.0209,2,28,0.02938388,0.07744914,0.44720502,True,"[2.554918060546212, 2.7667622885194083, 1.3934890631815788, 2.049164440078945]"
6,0.0209,2,29,0.13535008,0.04652029,0.2985986,True,"[1.3333753914375177, 1.5039922188669725, 1.1867809991622236, 0.7586982167300825]"
6,0.0209,2,30,0.06305078,0.06509319,0.39470879,True,"[2.80848368121105, 2.9767088010325824, 1.183299991011658, 3.7982368042761823]"
6,0.0209,2,31,0.05577102,0.06051779,0.35906369,True,"[2.0810744364894718, 0.6912183915824085, 1.4799809442483376, -0.3819865459220934]"
6,0.0209,2,32,0.02746047,0.07516719,0.43523014,True,"[2.541361008120684, 2.761260874130082, 1.3328213047815733, 1.950743131673043]"
6,0.0209,2,33,0.09173064,0.05525429,0.34549976,True,"[0.2662286813748953, -0.16616552251900515, -0.6978388401450187, 2.299809717809566]"
6,0.0209,2,34,0.04767105,0.08084077,0.46192961,True,"[2.58904438484331, 2.7884611440261526, 1.4864604485222255, 2.311113981580664]"
6,0.0209,2,35,0.05549381,0.06016211,0.35551811,True,"[2.025210277126484, 0.7522940844011451, 1.570678011991699, -0.3973333810030281]"
6,0.0209,2,36,0.08759958,0.05303453,0.3262015,True,"[2.852021136905119, 2.993040731128888, 0.8082424162740394, 1.491860563701976]"
6,0.0209,2,37,0.09350112,0.05459999,0.3421787,True,"[3.4174749485012206, 2.981414267208844, -0.6815253648702339, 2.2238593201019854]"
6,0.0209,2,38,0.02767054,0.07394555,0.42877383,True,"[2.5332291539924316, 2.760822820940773, 1.2971301326307438, 1.909182070129022]"
6,0.0209,2,39,0.02903863,0.07228481,0.41948399,True,"[2.52506398037495, 2.7627044888939194, 1.2428734279356575, 1.862598910638908]"
6,0.0209,2,40,0.09051411,0.05311936,0.32749255,True,"[2.8649455217620727, 3.0042890635855954, 0.8988093420624529, 1.4582502185861135]"
6,0.021,2,1,0.0445722,0.06563798,0.38686364,True,"[2.7724797199566953, 2.961245176172277, 0.9585145903541424, 2.7419123738006546]"
6,0.021,2,2,0.05951545,0.05898604,0.34717143,True,"[1.9460642298606003, 0.8379388688156679, 1.702982939993723, -0.43237911660049605]"
6,0.021,2,3,0.1279255,0.04937204,0.31564821,True,"[1.3001096545161452, 1.501436027711627, 1.114974097601294, 1.5654518069247545]"
6,0.021,2,4,0.04750594,0.06332004,0.37255339,True,"[2.757992424898552, 2.956667941570971, 0.8681224953908528, 2.424274955554515]"
6,0.021,2,5,0.02909967,0.07640966,0.44243671,True,"[2.54912646099456, 2.7635700298313433, 1.3641753279852868, 1.9898056543332916]"
6,0.021,2,6,0.06986935,0.05598489,0.32850082,True,"[4.990533021207099, 0.9471178422953997, 1.9024313283382221, -0.5157460774958705]"
6,0.021,2,7,0.02850609,0.07518734,0.43596366,True,"[2.541396787812101, 2.7618274666556126, 1.3290048899592095, 1.9426846490311596]"
6,0.021,2,8,0.12412713,0.05074401,0.32360836,True,"[1.2878606436821511, 1.49699702279465, 1.1071305868871062, 1.945713653165005]"
6,0.021,2,9,0.27313912,0.02933811,0.204249,True,"[-0.16561951075454187, 1.492718435020661, 1.2280829002195746, 0.21996058844673838]"
6,0.021,2,10,0.07296805,0.06248179,0.39185594,True,"[0.2158328035861816, 2.993462652468474, -1.1925107818045906, 4.064058753019447]"
6,0.021,2,11,0.04761044,0.06332218,0.37221793,True,"[2.755783947252696, 2.9564293510148683, 0.8698394223045616, 2.41876813611633]"
6,0.021,2,12,0.03611432,0.06873856,0.40198895,True,"[2.4974266671602727, 2.75386436924315, 1.1392522494512207, 1.749160844248068]"
6,0.021,2,13,0.04470433,0.06522223,0.38399771,True,"[2.768876672332416, 2.96025442905015, 0.9400640877261286, 2.6672121481280615]"
6,0.021,2,14,0.04458049,0.06570625,0.38731247,True,"[2.7732246500899342, 2.9616356659616923, 0.9636580351516804, 2.75411711139893]"
6,0.021,2,15,0.02957606,0.07276621,0.42288309,True,"[2.5265635683375725, 2.760934005805589, 1.2533676040172754, 1.8660838297132658]"
6,0.021,2,16,0.04471462,0.06596592,0.3891253,True,"[2.7761667973543447, -0.1787583546405425, 0.9816253258408342, 2.806218488639539]"
6,0.021,2,17,0.05603701,0.06027139,0.35606087,True,"[2.7467317202939157, 2.950802830157942, 0.766698933671588, 2.1424895752465187]"
6,0.021,2,18,0.12095323,0.05203859,0.33100338,True,"[1.2798106468566928, 1.4943004806141045, 1.1320626903804343, 2.3689796045168716]"
6,0.021,2,19,0.12133691,0.05242622,0.33353949,True,"[1.292396973161723, 1.483564699152421, 1.322069378574795, 3.8638860607724888]"
6,0.021,2,20,0.12022979,0.05251174,0.33380107,True,"[1.279219497785468, 1.4919356027068085, 1.1461098996145367, 2.502312944846759]"
6,0.021,2,21,0.02853738,0.0753731,0.43692626,True,"[2.542432839598467, 2.7620840268058324, 1.3326172592529022, 1.9503588776518284]"
6,0.021,2,22,0.04511574,0.06474054,0.3810206,True,"[2.7666766933886944, -0.18192659021879576, 0.9228213833253104, 2.5975441673812343]"
6,0.021,2,23,0.03188949,0.07090615,0.41364192,True,"[2.511418085848264, 2.757102133334441, 1.2101367374629357, 1.8049588032919577]"
6,0.021,2,24,0.02850557,0.07466318,0.43321774,True,"[2.5378144871245776, 2.7610957127843196, 1.3137820000798457, 1.9239957951171227]"
6,0.021,2,25,0.11528827,0.08202078,0.46380321,True,"[-0.4900168032887132, -0.3446898700095908, 1.7303511528410735, 2.7345574623903746]"
6,0.021,2,26,0.02951131,0.07680623,0.4441501,True,"[2.5530875365242527, 2.7651341883767815, 1.3699152349209551, 2.00988282737492]"
6,0.021,2,27,0.02848923,0.07501398,0.43502012,True,"[2.540087371659779, 2.7616786516391936, 1.3218340215402973, 1.9375239360109675]"
6,0.021,2,28,0.03006433,0.07719101,0.44661147,True,"[2.5518537591268906, 2.766567406201594, 1.3780889715116136, 2.029906679018952]"
6,0.021,2,29,0.13636216,0.04668459,0.29964343,True,"[1.3310360877721503, 1.5026939144002742, 1.1675735651096837, 0.8034002017977748]"
6,0.021,2,30,0.05703695,0.06653855,0.39921554,True,"[2.796215531465198, 2.969895434394161, 1.1271313715302314, 3.522938307723973]"
6,0.021,2,31,0.05601065,0.06018389,0.35585393,True,"[2.7573898751268304, -0.18433504831801048, 0.7990872043321572, 2.1343847835815595]"
