T,m,seed,reps,dp_cost,qaoa_cost,exact_match,gap_abs,gap_pct,opt_prob_mass,feasibility_rate,qaoa_time_s,dp_time_s,brute_cost,brute_matches_dp,n_starts,shots,weight_mode,alpha,alpha_star,surrogate_optimal,ideal_opt_mass,qaoa_evals,maxiter,evals_censored,params,uniform_opt_mass,uniform_best_cost,mass_ratio,mass_ratio_is_upper_bound,shots_cover_space
4,14,1,2,-0.17414214371739756,-0.10868262454792654,False,0.06545951916947101,37.58970561181356,0.0,0.085205078125,29.18607353099651,7.593099871883169e-05,-0.1741421437173976,True,5,4096,default,1.0,0.018362397737345708,True,0.00024042395845945834,929,200,False,2.7637734;0.0898247532;0.397523958;0.476989965,6.103515625e-05,-0.0975644929829848,4.0,True,False
4,14,1,3,-0.17414214371739756,-0.1741421437173976,True,-5.551115123125783e-17,-3.1876919650962136e-14,0.000244140625,0.085205078125,37.82311469599517,7.493900193367153e-05,-0.1741421437173976,True,5,4096,default,1.0,0.018362397737345708,True,0.00016718089014011421,1000,200,True,1.55436238;2.7581731;1.18953355;3.25703654;2.71023349;1.85051765,6.103515625e-05,-0.0975644929829848,4.0,False,False
4,14,2,1,-0.16633607772046605,-0.05863214370027707,False,0.10770393402018898,64.75079579620089,0.0,0.064208984375,19.676732952997554,7.264100713655353e-05,-0.1663360777204661,True,5,4096,default,1.0,0.015002303439014993,True,4.834875691789352e-07,781,200,False,2.42147908;2.84855823,6.103515625e-05,-0.12698036409471591,4.0,True,False
4,14,2,2,-0.16633607772046605,-0.05863214370027707,False,0.10770393402018898,64.75079579620089,0.0,0.051513671875,23.45035612900392,6.502700125565752e-05,-0.1663360777204661,True,5,4096,default,1.0,0.015002303439014993,True,1.828759246621684e-07,747,200,False,2.18603868;4.78756691;1.0899479;0.186179346,6.103515625e-05,-0.12698036409471591,4.0,True,False
4,14,2,3,-0.16633607772046605,-0.1602683472865276,False,0.006067730433938434,3.647873941175576,0.0,0.06494140625,31.208479036002245,7.274500239873305e-05,-0.1663360777204661,True,5,4096,default,1.0,0.015002303439014993,True,2.484702822300324e-06,774,200,False,1.6796581;2.21690452;3.04586832;0.852514194;2.42443122;2.98086703,6.103515625e-05,-0.12698036409471591,4.0,True,False
5,18,0,1,-0.14775608040467883,-0.09208014072253447,False,0.05567593968214436,37.680980389881356,0.0,0.0224609375,62.201400518999435,8.894699567463249e-05,-0.1477560804046788,True,5,4096,default,1.0,0.021406485264068013,True,3.705513338481272e-09,349,200,False,4.10139046;0.879130882,3.814697265625e-06,-0.05810188495023625,64.0,True,False
5,18,0,2,-0.14775608040467883,0.0350293861231444,False,0.18278546652782324,123.7075767218546,0.0,0.083251953125,67.78660700599721,0.00010071699944091961,-0.1477560804046788,True,5,4096,default,1.0,0.021406485264068013,True,2.2894365700328697e-05,365,200,False,2.93817717;-0.0376308219;1.06018713;1.54579745,3.814697265625e-06,-0.05810188495023625,64.0,True,False
5,18,0,3,-0.14775608040467883,0.17518764198913067,False,0.32294372239380953,218.56543670441275,0.0,0.019775390625,122.26809704399784,8.696500299265608e-05,-0.1477560804046788,True,5,4096,default,1.0,0.021406485264068013,True,1.0839579660327528e-09,687,200,False,4.69207638;1.04614169;2.69541131;0.115121946;1.99412481;1.4003784,3.814697265625e-06,-0.05810188495023625,64.0,True,False
5,18,1,1,0.012097235542720491,0.162582244741145,False,nan,nan,0.0,0.0244140625,42.74852989200008,0.00010343600297346711,0.012097235542720533,True,5,4096,default,1.0,0.016146260204083978,True,4.1215955059888575e-12,326,200,False,3.97228045;0.857094838,3.814697265625e-06,0.08729438167290178,64.0,True,False
5,18,1,2,0.012097235542720491,0.09374569620039966,False,nan,nan,0.0,0.02197265625,88.54758946899528,9.342599514639005e-05,0.012097235542720533,True,5,4096,default,1.0,0.016146260204083978,True,1.1440865006942834e-08,548,200,False,4.48944265;0.956998802;3.68886685;1.79674155,3.814697265625e-06,0.08729438167290178,64.0,True,False
5,18,1,3,0.012097235542720491,0.162582244741145,False,0.1504850091984245,1243.9619669055614,0.0,0.026123046875,130.27991344199836,9.062999743036926e-05,0.012097235542720533,True,5,4096,default,1.0,0.016146260204083978,True,1.224984613375929e-08,705,200,False,0.0248362662;2.26733428;2.3515775;1.41321092;-0.384236037;0.515019058,3.814697265625e-06,0.08729438167290178,64.0,True,False
5,18,2,1,-0.004623761745950694,0.17866488719541496,False,0.18328864894136565,3964.0591148945455,0.0,0.025146484375,52.65016691200435,9.095399582292885e-05,-0.00462376174595068,True,5,4096,default,1.0,0.019819798879964098,True,3.015390963642214e-10,482,200,False,4.06539684;0.184161017,3.814697265625e-06,0.0847333425708688,64.0,True,False
5,18,2,2,-0.004623761745950694,0.14128654280745634,False,0.14591030455340703,3155.662263117027,0.0,0.054931640625,97.2988509689967,8.479299867758527e-05,-0.00462376174595068,True,5,4096,default,1.0,0.019819798879964098,True,3.548354291069207e-06,517,200,False,2.83416228;2.75471673;2.21214119;2.03105511,3.814697265625e-06,0.0847333425708688,64.0,True,False
5,18,2,3,-0.004623761745950694,0.15073130261266904,False,0.15535506435861973,3359.927974114875,0.0,0.027099609375,223.57339438000054,9.511900134384632e-05,-0.00462376174595068,True,5,4096,default,1.0,0.019819798879964098,True,1.5261174098610652e-08,865,200,False,1.54755581;2.7189243;0.174598206;3.20902045;3.05006023;1.90872875,3.814697265625e-06,0.0847333425708688,64.0,True,False
