instance_seed,alpha,reps,tuning_seed,achieved_H,ideal_opt_mass,feasibility,qubo_min_is_optimum,params
5,0.003,2,21,0.07004447,0.10406591,0.124409,False,"[2.428872375079245, 2.7342171544586726, 3.323988136363712, 6.171714267852549]"
5,0.003,2,22,0.06573333,0.11395889,0.12062942,False,"[-0.7245296501437858, 2.7227602696259825, 3.308396572379251, 6.887976662534333]"
5,0.003,2,23,0.09073568,0.0880289,0.10486349,False,"[2.647597021383137, 2.805806324766785, 4.05335780558772, 4.121542564269258]"
5,0.003,2,24,0.07897371,0.10732635,0.06809735,False,"[1.9891467819771291, 0.5283435599717523, 4.222235052759175, -2.8820220620410293]"
5,0.003,2,25,0.06975511,0.10242897,0.12875438,False,"[2.4398229510736336, 2.735027138561423, 3.6826064160785927, 6.107081177153138]"
5,0.003,2,26,0.06661667,0.1093297,0.12615953,False,"[2.4256866544509816, 2.725783602302043, 3.544202499508094, 6.566957218423967]"
5,0.003,2,27,0.07956109,0.11425998,0.06807546,False,"[1.1146338153874322, 2.668216672375217, -3.0212615479000084, 4.422140537051043]"
5,0.003,2,28,0.06960971,0.10569872,0.12293612,False,"[2.4390241230494807, 2.7104834081632037, 3.212934254182801, 6.263837366715087]"
5,0.003,2,29,0.06988652,0.10736469,0.11881132,False,"[2.4340643649115457, 2.7185440406711816, 3.005944610967735, 6.375416951995624]"
5,0.003,2,30,0.06976942,0.10270066,0.12896186,False,"[2.435888110630648, 2.7194007970178933, 3.5858692413099256, 6.112423046062627]"
5,0.003,2,31,0.08110002,0.10799667,0.06697972,False,"[1.1739847990724497, 2.6331030527851094, -2.7255497634711126, 4.482800773964303]"
5,0.003,2,32,0.06986481,0.10281487,0.12851699,False,"[2.475732046596289, 2.728768291581894, 3.846158551427852, 6.115242840875991]"
5,0.003,2,33,0.08068917,0.10931647,0.06806489,False,"[1.1588275280060858, 2.6375306336407407, -2.7839793052971102, 4.421617546767696]"
5,0.003,2,34,0.06561905,0.11149828,0.1254434,False,"[2.427329516471423, 2.729933809562301, 3.5879037968879417, 6.728156915380325]"
5,0.003,2,35,0.07573228,0.09667683,0.12314032,False,"[2.4527513389359923, -0.4372138191545787, 3.0209828227847324, 5.623328483258851]"
5,0.003,2,36,0.0772997,0.09875952,0.1166852,False,"[-0.7120812566397735, 2.688235324780387, 2.4913307032991234, 5.799620334015464]"
5,0.003,2,37,0.0700538,0.10436636,0.12404423,False,"[2.4345819665086665, 2.7196304636702857, 3.2652713699755105, 6.174471702290459]"
5,0.003,2,38,0.07171663,0.09873737,0.13034301,False,"[2.448500982375441, 2.7318914223806026, 3.787463524451944, 5.875957895193806]"
5,0.003,2,39,0.08121659,0.08827151,0.12353629,False,"[2.500129401568354, 2.735782220948227, 3.5172349525025495, 5.011518543185736]"
5,0.003,2,40,0.0910052,0.08901268,0.10349684,False,"[2.6633141492412915, 2.8029694727840826, 3.7916766642431634, 4.109614964083576]"
5,0.006,2,1,0.12781393,0.11224313,0.25262973,True,"[2.4584591285286512, 2.7164316471324934, 3.185408464329638, 5.317992039456939]"
5,0.006,2,2,0.14132011,0.09490803,0.23257607,True,"[2.413029560350197, 2.707006113329768, 2.5915806102574814, 4.73025828621829]"
5,0.006,2,3,0.13162073,0.10843356,0.24982352,True,"[2.4441991916801205, 2.7120924688018966, 3.123972370208991, 5.010452131410686]"
5,0.006,2,4,0.13716149,0.10354304,0.24537577,True,"[2.4265435390729566, 2.6991866177879693, 3.0170301367257526, 4.672432089346274]"
5,0.006,2,5,0.13012899,0.1127776,0.25478785,True,"[2.450333290863788, 2.6956218145067883, 3.2473720423685415, 5.058986867004012]"
5,0.006,2,6,0.16976788,0.05559474,0.1482345,True,"[1.1519130196718617, 2.6749291064859038, -2.049972696171434, 3.1720340950689763]"
5,0.006,2,7,0.1376174,0.09875593,0.23476792,True,"[2.4444911093501274, 2.70734260857974, 2.6992059041607606, 4.906365163814437]"
5,0.006,2,8,0.13904011,0.10131383,0.24208585,True,"[2.431230024825267, 2.699506464433349, 2.9635529652745483, 4.581086309867948]"
5,0.006,2,9,0.12891718,0.11251794,0.25343163,True,"[2.4581220680631115, 2.7045350456593655, 3.2124737454349686, 5.176378049815048]"
5,0.006,2,10,0.12791045,0.11706596,0.25925105,True,"[2.470113768322404, 2.6969135807293294, 3.4112052796038324, 5.164543835897191]"
5,0.006,2,11,0.14566057,0.09189059,0.22840636,True,"[2.4006947872995434, 2.688930861093215, 2.4660657611518504, 4.603403844466081]"
5,0.006,2,12,0.13226883,0.11199483,0.25455564,True,"[2.4560688333603826, 2.698254893706702, 3.3341562465288654, 4.8630474269523845]"
5,0.006,2,13,0.13262451,0.10720456,0.24726776,True,"[2.428601373552594, 2.6975615334017387, 2.9838907521219564, 5.090110479361604]"
5,0.006,2,14,0.14064372,0.10114129,0.24330436,True,"[2.4234833163020846, 2.7066872371461517, 3.057434797955046, 4.465805492052864]"
5,0.006,2,15,0.12947526,0.11180256,0.25217884,True,"[2.4597948415955457, 2.7012894159696708, 3.181167290355451, 5.147776378414753]"
5,0.006,2,16,0.13065122,0.11856405,0.26312564,True,"[2.461161022430239, -0.45390731210965446, 3.581105154351141, 4.937301303675137]"
5,0.006,2,17,0.18211851,0.05390385,0.18451796,True,"[2.1091059157553143, 3.735078438240731, 3.3481069920356537, -0.7826185918190448]"
5,0.006,2,18,0.14000667,0.0984299,0.23792838,True,"[2.421057119812616, 2.6983173947651635, 2.778936857007516, 4.641116900383935]"
5,0.006,2,19,0.13824792,0.10208866,0.24251422,True,"[2.434454110279681, 2.695942134371489, 2.9615655501445737, 4.631093785401054]"
5,0.006,2,20,0.15574183,0.05768784,0.13427522,True,"[1.1101823127023183, 2.584062495201319, -3.4937816042746825, 2.431136954767913]"
5,0.006,2,21,0.18925292,0.05586684,0.18089384,True,"[2.833317147673526, 2.8968385648402237, 2.372911522826038, 3.273665524760957]"
5,0.006,2,22,0.12978093,0.11323469,0.25463843,True,"[2.464935172507212, 2.6999054367806146, 3.2921053683431225, 5.057846910829967]"
5,0.006,2,23,0.18627439,0.05891922,0.17157954,True,"[2.796865634252234, 2.922490534034172, 2.996039144875433, 3.5093018622991563]"
5,0.006,2,24,0.12982829,0.11748185,0.26108862,True,"[2.46407735933717, -0.4506915794665639, 3.5020601367933106, 4.996714090464426]"
5,0.006,2,25,0.14234945,0.09450297,0.23184423,True,"[2.4222683618476872, 2.703291252956517, 2.60774130846148, 4.629616440853293]"
5,0.006,2,26,0.1399553,0.09497928,0.23272261,True,"[2.4141937397206727, 2.7228884148634753, 2.5980782042857102, 4.837605453953404]"
5,0.006,2,27,0.15637207,0.05908736,0.14731484,True,"[2.0602341237114334, 3.7031927785434435, 3.6119786789307153, -1.9994036119897718]"
5,0.006,2,28,0.13263558,0.10657395,0.24691495,True,"[2.4494201462424368, 2.7133521736107995, 3.06221524771175, 4.966554619790089]"
5,0.006,2,29,0.14500542,0.09231573,0.23056098,True,"[2.412683802135767, 2.704578683201063, 2.5833657356214386, 4.470120735513244]"
5,0.006,2,30,0.13744145,0.10550334,0.24695996,True,"[2.4323567190511013, 2.677633532201486, 3.065438045726786, 4.652834970358563]"
5,0.006,2,31,0.14092186,0.10078674,0.24137676,True,"[2.4344400933817276, -0.44756150789480226, 3.0017638976544303, 4.461005842401147]"
5,0.006,2,32,0.15867415,0.07644978,0.21090225,True,"[-0.7696643061774717, 2.730501766830716, 1.893311617084996, 4.345007603526306]"
5,0.006,2,33,0.16587871,0.05721081,0.15028446,True,"[1.1325205777303757, 2.6599823821507704, -2.3063187451956337, 2.909378145241755]"
5,0.006,2,34,0.12909314,0.12091709,0.2649217,True,"[2.477827218764209, 2.6944892754374488, 3.673055543619813, 5.049241313995144]"
5,0.006,2,35,0.14139617,0.09521521,0.23210377,True,"[2.4317518776522937, -0.43445344319952356, 2.6335032273098187, 4.672740953252095]"
5,0.006,2,36,0.13759558,0.10128489,0.24135912,True,"[2.437320736962432, 2.7109458906644397, 2.9362982207737955, 4.693529376815483]"
5,0.006,2,37,0.13268283,0.10513588,0.24296342,True,"[2.450819521497113, 2.707120365022241, 2.9139955260625743, 5.096054285216336]"
5,0.006,2,38,0.13538833,0.11177812,0.25578482,True,"[2.4427911710973125, -0.4597742034233325, 3.3895689589297184, 4.665166850394384]"
5,0.006,2,39,0.13833237,0.09649405,0.22983775,True,"[2.4386679025496463, 2.7121533852454047, 2.543420330713809, 5.089391579102554]"
5,0.006,2,40,0.19470803,0.05247626,0.18276079,True,"[2.876238157600212, 2.9251666625115145, 2.7578779204647677, 2.6053669577712664]"
5,0.01,2,1,0.19621954,0.11560751,0.35406456,True,"[2.507704576214999, 2.73488992516796, 2.4348203396022003, 3.975349263452455]"
5,0.01,2,2,0.19973235,0.11095328,0.34377279,True,"[2.48760251711674, 2.720232432678479, 2.3569827819601947, 3.698005241475682]"
5,0.01,2,3,0.19344662,0.12599984,0.37327972,True,"[-0.6031363850577743, 2.7339190226095647, 2.7812546174731554, 4.276254422489675]"
5,0.01,2,4,0.19760245,0.11540814,0.35103992,True,"[2.5035600621269114, 2.717752467550691, 2.5609961149366365, 3.7106024641637547]"
5,0.01,2,5,0.20814213,0.10139328,0.32554509,True,"[2.455987302389898, 2.7184947990106756, 2.1359184735010586, 3.4038652464665122]"
5,0.01,2,6,0.25473206,0.06587795,0.26719599,True,"[-0.33503951519099634, 2.9608806245187638, 1.9908619275141899, 3.2239167873872865]"
5,0.01,2,7,0.21886404,0.09094804,0.30779281,True,"[2.4241186537062585, 2.7333442634451295, 1.7991376470344351, 3.278095717367225]"
5,0.01,2,8,0.19488346,0.11852744,0.35901204,True,"[-0.6282690652874371, 2.729726203151001, 2.5748150617275445, 3.9480976840474606]"
5,0.01,2,9,0.1963816,0.11676128,0.35477295,True,"[2.5038249701793522, 2.722449466367314, 2.5727144169589296, 3.7942915826697194]"
5,0.01,2,10,0.20224401,0.10728761,0.3372541,True,"[2.478042036380166, 2.725614882161463, 2.2804198136711507, 3.589118557531079]"
5,0.01,2,11,0.21270161,0.09687781,0.31597962,True,"[2.456249124328352, 2.733588989108359, 2.1185161502414327, 3.2352455453145725]"
5,0.01,2,12,0.20536837,0.10337333,0.33053658,True,"[2.4729028119626917, 2.7457541850361094, 2.2452596154867024, 3.489036976610286]"
5,0.01,2,13,0.19578052,0.1162341,0.35511031,True,"[2.509128062365265, 2.7338552605289475, 2.4759832813277027, 3.9495439557881693]"
5,0.01,2,14,0.20597905,0.10452736,0.32972572,True,"[2.469633287674486, 2.7116565542749385, 2.279003548110043, 3.3941603907748257]"
5,0.01,2,15,0.19647731,0.11540693,0.35367348,True,"[2.514401475055778, 2.74053545777075, 2.4033121719546897, 4.051160499323406]"
5,0.01,2,16,0.19386371,0.12698735,0.37446187,True,"[2.537140285699718, -0.41408012248852466, 2.8649316369195135, 4.187186214692413]"
5,0.01,2,17,0.27081983,0.05615096,0.26204487,True,"[2.878261101169867, 2.9386559667217984, 1.4168516282733012, 2.2751990011365715]"
5,0.01,2,18,0.19838517,0.11176933,0.34648875,True,"[2.4967352622654664, 2.733804310503661, 2.3693016278941914, 3.7899507407544064]"
5,0.01,2,19,0.19864823,0.11488927,0.34966173,True,"[2.4983244453003377, 2.7150380543345145, 2.581822602964374, 3.6451208037841862]"
5,0.01,2,20,0.286241,0.04987902,0.25451572,True,"[2.9805834281768915, -0.17318371556233053, 2.3425258112678637, 0.6802061024713789]"
5,0.01,2,21,0.26763063,0.06537914,0.32766586,True,"[0.7349766249928336, 2.057359602854577, 2.7693145462846664, -0.6826898130080686]"
5,0.01,2,22,0.24186397,0.06854178,0.24293099,True,"[1.1319672220677617, -0.551654269850103, -2.045398697669411, 1.5332301607402525]"
5,0.01,2,23,0.21356367,0.09548306,0.31572359,True,"[2.4433260439041393, 2.7315442826487915, 1.9181912288719782, 3.3834822415133687]"
5,0.01,2,24,0.20500194,0.10578053,0.33212995,True,"[2.4731756952171113, 2.71356028830618, 2.331563022730096, 3.408997942391857]"
5,0.01,2,25,0.20249454,0.1078858,0.33743211,True,"[2.4777126482418104, 2.720268639822809, 2.3536033643500143, 3.516442509607133]"
5,0.01,2,26,0.19478891,0.11840091,0.35898222,True,"[2.5161813751895066, 2.7330161156684465, 2.5521455276871317, 3.991733733295112]"
5,0.01,2,27,0.21230216,0.0960272,0.31739703,True,"[2.4869856729386344, 2.774309866001418, 1.834131548991275, 3.772216148402237]"
5,0.01,2,28,0.19442498,0.12033917,0.36195055,True,"[2.5185091325361793, 2.7267792597414187, 2.6451452826826127, 3.967093974327846]"
5,0.01,2,29,0.22929878,0.08784303,0.29546221,True,"[2.396790382741632, -0.4652637412496763, 2.0158420379426154, 2.7876457689875918]"
5,0.01,2,30,0.19351072,0.12350565,0.36833966,True,"[2.5296574212937437, 2.730748181449421, 2.7200305205734967, 4.128594987834835]"
5,0.01,2,31,0.19958559,0.11040325,0.34338947,True,"[5.632410132738951, 2.730211518262976, 2.3684477713455245, 3.685226986339006]"
5,0.01,2,32,0.2049749,0.10407587,0.33309429,True,"[2.4613178764821315, 2.734026903400432, 2.1418980278946917, 3.613489810766764]"
5,0.01,2,33,0.21292291,0.09722178,0.31866543,True,"[2.431361399223146, -0.4232655932144068, 2.0378982083403256, 3.2887937231098086]"
5,0.01,2,34,0.19690145,0.11641908,0.3534311,True,"[2.5059042858726412, 2.7208247947430597, 2.5877801474115607, 3.7512878145472532]"
5,0.01,2,35,0.22903289,0.07276694,0.25573304,True,"[2.0425926132033494, 0.6583162348558089, 3.007101756577145, -1.1155827997666805]"
5,0.01,2,36,0.26292827,0.06027831,0.26812623,True,"[2.85424153791614, 2.9633013627320937, 1.787794772093499, 2.6770733652020122]"
5,0.01,2,37,0.26471137,0.05695039,0.22433006,True,"[1.257082844833311, 2.722087166303402, -1.1154845691714206, 2.443354744231453]"
5,0.01,2,38,0.21194972,0.09616429,0.31834728,True,"[2.458421925164389, 2.753717398899136, 1.8867934935026565, 3.5654624845011003]"
5,0.01,2,39,0.20870958,0.1009271,0.32501009,True,"[2.451145681324737, 2.718408716649773, 2.1183069778239507, 3.398601731392279]"
5,0.01,2,40,0.22049897,0.09192734,0.30498562,True,"[2.424138573079309, 2.705825435802119, 2.042912210969508, 2.9915505626994885]"
5,0.0209,2,1,0.36204315,0.08046674,0.40921293,True,"[2.76214405860955, 2.9439879695016105, 1.0801970562277905, 2.940302847488963]"
5,0.0209,2,2,0.37157942,0.07550405,0.37569662,True,"[1.8789852833101446, 0.8906746197360347, 2.003006233323249, -0.5815969988536535]"
5,0.0209,2,3,0.33652473,0.10351816,0.48232884,True,"[-0.564344427836585, -0.38392677775548245, 1.649414227169331, 2.3225830412813537]"
5,0.0209,2,4,0.36340276,0.0789612,0.40116317,True,"[2.7537362573878994, 2.941931396276798, 1.0306780692902433, 2.7778909232026203]"
5,0.0209,2,5,0.33166178,0.09829213,0.46027557,True,"[2.5481174371393496, 2.7509254988092042, 1.5023350543484333, 2.129283171958026]"
5,0.0209,2,6,0.36786459,0.08359532,0.42670783,True,"[-0.34483755597964866, 2.9491079435843726, 1.317935317604215, 3.485617617115224]"
5,0.0209,2,7,0.3317768,0.099669,0.46604364,True,"[2.5552739972093397, 2.7525979994360528, 1.539418279061915, 2.1712714032018647]"
5,0.0209,2,8,0.33634158,0.10334256,0.48029707,True,"[-0.5603427022331477, -0.3854695703717294, 1.6301871787643583, 2.322064187051541]"
5,0.0209,2,9,0.46766421,0.04134983,0.28555118,True,"[1.2625298949829844, 2.9558915758056368, 1.2338240274544596, 3.364398011913064]"
5,0.0209,2,10,0.46435794,0.10103653,0.46526381,True,"[2.6912260497463496, 2.77031442463814, 2.2579816227749516, 3.1588460266958]"
5,0.0209,2,11,0.36573409,0.07798053,0.39351326,True,"[2.7417612246723575, 2.9352902569585133, 0.9915333559672229, 2.634645650203666]"
5,0.0209,2,12,0.33197652,0.10023035,0.46854982,True,"[-0.5843534877689831, -0.38981870836490023, 1.551846371772798, 2.188860259234333]"
5,0.0209,2,13,0.36268075,0.07974365,0.40473327,True,"[2.756794239309457, 2.941953323106506, 1.0525477778979562, 2.8437628417272336]"
5,0.0209,2,14,0.33339069,0.10188602,0.47526135,True,"[2.5672896177854327, 2.753514851538805, 1.5872505078095236, 2.255066779342502]"
5,0.0209,2,15,0.36205221,0.08055344,0.40923414,True,"[2.76205988488571, -0.19845684399192337, 1.0806962907466255, 2.9375176846059405]"
5,0.0209,2,16,0.3620399,0.08104809,0.41086295,True,"[2.7677200945580593, -0.19698980339512653, 1.1194926556213298, 2.9704885569931583]"
5,0.0209,2,17,0.3655649,0.0781278,0.39403114,True,"[2.7399922492884436, 2.935077029582286, 0.9914483945320467, 2.6437101040039948]"
5,0.0209,2,18,0.33273277,0.10127376,0.47278602,True,"[2.5632625826608098, 2.7540369947151806, 1.5694938852252733, 2.2336104738145717]"
5,0.0209,2,19,0.43187274,0.05735745,0.34969828,True,"[1.2846376913686135, 1.4687396607861367, 1.4388872829633552, 3.988534785936358]"
5,0.0209,2,20,0.43190064,0.05701624,0.34774172,True,"[1.2852000264032954, 1.466681484849561, 1.4272896684058578, 4.121246472744274]"
5,0.0209,2,21,0.33166217,0.09916087,0.46393507,True,"[2.552430660027545, 2.7512200513069143, 1.5259751592957644, 2.1539865231939075]"
5,0.0209,2,22,0.36278895,0.07974363,0.40424132,True,"[2.757861805220339, -0.20014100225845483, 1.0567064472565497, 2.8310938187846615]"
5,0.0209,2,23,0.3317692,0.09777259,0.45808058,True,"[2.545565389365261, 2.7502366631758015, 1.4870254922864317, 2.1152637247627726]"
5,0.0209,2,24,0.33169471,0.09935136,0.46474231,True,"[2.5534201170900457, 2.751622166488721, 1.5316177915498166, 2.159866418810674]"
5,0.0209,2,25,0.33165851,0.09831796,0.460385,True,"[2.548274098714884, 2.750949578687259, 1.5038152438803254, 2.129595558359896]"
5,0.0209,2,26,0.33234382,0.10082584,0.47091585,True,"[2.560965851530442, 2.753237736410344, 1.5621723015708686, 2.214020249862442]"
5,0.0209,2,27,0.3320709,0.0969961,0.4548536,True,"[2.541549254300291, 2.7489523179881274, 1.465776727904685, 2.0940472845915727]"
5,0.0209,2,28,0.33245914,0.10097613,0.47167939,True,"[2.5615047315620476, 2.7519630868171743, 1.5743301830922345, 2.212762062265723]"
5,0.0209,2,29,0.45817084,0.04968965,0.30326579,True,"[1.3284658354128394, 1.5087308623040208, 1.3327749938578473, 0.7848114405221496]"
5,0.0209,2,30,0.33238364,0.10079841,0.47041658,True,"[2.5629811324471112, 2.7500337388692038, 1.565013274618451, 2.2075450807999184]"
5,0.0209,2,31,0.3725235,0.07493517,0.38757411,True,"[2.067961643616024, 0.6920525756971604, 1.6086944926062519, -0.4537057096230747]"
5,0.0209,2,32,0.33170835,0.09802725,0.45912785,True,"[2.547191604658886, 2.75025625560804, 1.5002712092104815, 2.118614828469021]"
5,0.0209,2,33,0.445901,0.05434446,0.33076941,True,"[1.2921972659146883, 1.499521174020811, 1.3131333716919313, 2.0567968679299535]"
5,0.0209,2,34,0.33477267,0.10272562,0.47938854,True,"[2.5692186256214344, 2.757141930814707, 1.6078109361510409, 2.2960991606019086]"
5,0.0209,2,35,0.43574341,0.05796221,0.35254584,True,"[1.2814136547781334, 1.4758998244655872, 1.4430981367725673, 3.2569856649132434]"
5,0.0209,2,36,0.40663334,0.06146217,0.34137572,True,"[2.8365831514932864, 2.9809107515096103, 0.8895481885549358, 1.6931184523921239]"
5,0.0209,2,37,0.41752215,0.06660495,0.37417692,True,"[0.17657143270916453, -0.48708658156213924, 2.5993578990749633, -0.8635944831436334]"
5,0.0209,2,38,0.33476705,0.10257738,0.47890309,True,"[2.567923602602671, -0.3814106730976534, 1.6086400663982987, 2.2930914976449714]"
5,0.0209,2,39,0.3633291,0.08233228,0.42160194,True,"[2.784430689762305, 2.949487805280436, 1.2012510658325266, 3.2848248712138433]"
5,0.0209,2,40,0.3974109,0.07127551,0.39819561,True,"[0.4350299628506961, 2.377271699992764, 1.9572221460814245, -0.42300268578446387]"
5,0.021,2,1,0.36315226,0.08056648,0.40948086,True,"[2.7613631438413457, 2.9429973726033385, 1.0781086527126205, 2.919569616819871]"
5,0.021,2,2,0.37314648,0.07577427,0.37858957,True,"[1.8818222388414965, 0.8936314070731322, 2.0217241992610018, -0.5747066914551799]"
5,0.021,2,3,0.36767939,0.08189053,0.42616137,True,"[-0.34611876931185337, -0.1865256145755617, 1.238694588356851, 3.526299138332296]"
5,0.021,2,4,0.36623622,0.07826781,0.39569312,True,"[2.7430175905848184, 2.9363245698930927, 0.9959221066813166, 2.654233000632129]"
5,0.021,2,5,0.33278288,0.0977133,0.45877541,True,"[2.5462088999475165, 2.750462933112266, 1.4861608978227892, 2.1062690930072536]"
5,0.021,2,6,0.36435685,0.08220012,0.42079019,True,"[-0.35567837626838944, 2.950481768845591, 1.2078529803077636, 3.2284426385743017]"
5,0.021,2,7,0.33267319,0.09867742,0.46288313,True,"[2.5506608578064944, 2.7508524357195583, 1.510685638760119, 2.133678887339416]"
5,0.021,2,8,0.33901198,0.10382657,0.48516317,True,"[-0.5637731314156743, -0.3807533742277393, 1.653030302900393, 2.342493626071838]"
5,0.021,2,9,0.46919379,0.04157696,0.28706114,True,"[1.2570702915586964, 2.958172015695695, 1.17494800749837, 3.2272835027324493]"
5,0.021,2,10,0.43606003,0.05783742,0.35210828,True,"[1.2837285697952818, 1.4786892095609312, 1.4244324513654412, 3.305742988417674]"
5,0.021,2,11,0.367425,0.07746762,0.39269766,True,"[2.7304144913642734, 2.9354194299112737, 0.9530597971487094, 2.614572934726021]"
5,0.021,2,12,0.33337284,0.10069621,0.47132275,True,"[-0.5802932485528352, -0.38977465281556334, 1.5564110389797858, 2.2021958340801016]"
5,0.021,2,13,0.36380798,0.07979939,0.40502349,True,"[2.7555767185224145, 2.941196675031925, 1.048283051853795, 2.826763204027189]"
5,0.021,2,14,0.36341833,0.08023361,0.40734377,True,"[2.7593777111995186, 2.9422664481190046, 1.0678382457569973, 2.8732353740024785]"
5,0.021,2,15,0.33511339,0.10211206,0.47796341,True,"[2.5649145391384587, -0.3869649003523547, 1.5743133006152443, 2.2704746047776383]"
5,0.021,2,16,0.36309083,0.08060013,0.41003827,True,"[2.764128383657297, -0.19708041377323318, 1.0897783617174155, 2.9345345282630624]"
5,0.021,2,17,0.37071864,0.07502589,0.38468054,True,"[2.741381377926188, 2.93730527239038, 0.9105724210160985, 2.4853715067447433]"
5,0.021,2,18,0.33354142,0.10084371,0.47261707,True,"[2.559141279126311, 2.751890894721841, 1.5713208468265114, 2.2006915066442665]"
5,0.021,2,19,0.43298332,0.05730579,0.34971713,True,"[1.2855061933410497, 1.4678021100472722, 1.4341864796998793, 3.995717621752675]"
5,0.021,2,20,0.43302273,0.05699692,0.34787229,True,"[1.2855471179204114, 1.4661477772461784, 1.4220676370763583, 4.110964837156206]"
5,0.021,2,21,0.3327684,0.09941715,0.46595263,True,"[2.5546185712129237, 2.752223043864855, 1.5267014402627446, 2.1592630859287993]"
5,0.021,2,22,0.36374744,0.07979055,0.40520896,True,"[2.7563444169041107, -0.19941460063234123, 1.0525961411044968, 2.83254123186267]"
5,0.021,2,23,0.34302523,0.08809331,0.41788735,True,"[2.511700667862323, 2.7423726110449147, 1.2955830484010709, 1.8677428952530997]"
5,0.021,2,24,0.33268253,0.09834125,0.46142989,True,"[2.549279940185616, 2.751105102885866, 1.5029947661270104, 2.1239983991344427]"
5,0.021,2,25,0.33276126,0.09781407,0.45917514,True,"[2.5468875583589905, 2.7502767017843373, 1.4902463284526921, 2.107986636175824]"
5,0.021,2,26,0.33376818,0.10108289,0.47264107,True,"[2.565078790647823, 2.7548508783578294, 1.566309147782131, 2.2209141908891925]"
5,0.021,2,27,0.33275278,0.09785788,0.45942547,True,"[2.546628281900169, 2.7503629068502566, 1.4895935185607019, 2.1101209112034627]"
5,0.021,2,28,0.33298622,0.09991502,0.46816277,True,"[2.556449357913608, 2.755187987763159, 1.5344579296375425, 2.182005752838034]"
5,0.021,2,29,0.45831348,0.04998843,0.30558435,True,"[1.326395521898388, 1.5056754477521022, 1.2975904470530715, 0.9187955099983455]"
5,0.021,2,30,0.36856428,0.08159728,0.42627407,True,"[2.800610894462938, 2.9552916611689364, 1.2454737667244704, 3.5769290064370454]"
5,0.021,2,31,0.37393225,0.07489338,0.38734743,True,"[2.068461443417103, 0.6872998165026039, 1.5897794134790644, -0.4556195062076513]"
5,0.021,2,32,0.33268044,0.09841016,0.4617021,True,"[2.5497653439597388, 2.7509727135618083, 1.5058387754345968, 2.1252289863229623]"
5,0.021,2,33,0.44201483,0.05287945,0.29251235,True,"[2.266065576581271, 2.774604948995728, 0.4567667224837461, 1.2716418767936752]"
5,0.021,2,34,0.33483981,0.10186311,0.47628542,True,"[2.5672209229620306, 2.7594586458126336, 1.5793439129898081, 2.2622615348694683]"
