instance_seed,alpha,arm,tuning_seed,achieved_H,ideal_mass
3,0.021,spsa,106,0.5263581665485303,0.06264915489453038
3,0.021,spsa,107,0.5836963924191526,0.057919592874379144
3,0.021,spsa,108,0.7506987035385408,0.02653466907873597
3,0.021,spsa,109,0.8059734309631099,0.030168054551672284
3,0.021,spsa,110,0.7882606387925034,0.027139951196149637
3,0.021,lbfgs-sv,101,0.4856148921856921,0.07501982081890862
3,0.021,lbfgs-sv,102,0.4368073089628254,0.1054681091707244
3,0.021,lbfgs-sv,103,0.4368073089642255,0.10546810439504524
3,0.021,lbfgs-sv,104,0.4368073089612976,0.1054681644230733
3,0.021,lbfgs-sv,105,0.43680730896181197,0.10546813705426177
3,0.021,lbfgs-sv,106,0.4368073089619291,0.10546813422194916
3,0.021,lbfgs-sv,107,0.47810246365984344,0.08095245956968534
3,0.021,lbfgs-sv,108,0.4856148921797847,0.07501989079281003
3,0.021,lbfgs-sv,109,0.4368073089679533,0.10546827634994986
3,0.021,lbfgs-sv,110,0.47810246365642617,0.08095249929987862
3,0.021,transfer,101,0.4369877446025162,0.10636139810544096
3,0.021,transfer,102,0.4377131712067406,0.10625102871767408
3,0.021,transfer,103,0.4368677797551995,0.1060008166370778
3,0.021,transfer,104,0.4368897877913275,0.10616555901187466
3,0.021,transfer,105,0.43683900063497916,0.1059216902841563
3,0.021,transfer,106,0.4505327724019389,0.10286095128186105
3,0.021,transfer,107,0.43687726997976695,0.10611518668770722
3,0.021,transfer,108,0.43695955696391753,0.10639225566674644
3,0.021,transfer,109,0.4369925751620075,0.10645015298225426
3,0.021,transfer,110,0.43691267326770344,0.10620495969082655
3,0.03,cobyla-5,101,0.7175412482684804,0.05303273543011713
3,0.03,cobyla-5,102,0.6979602749458026,0.056199707197860285
3,0.03,cobyla-5,103,0.7468879386297939,0.043247347850094195
3,0.03,cobyla-5,104,0.5442973345589334,0.09594372604537986
3,0.03,cobyla-5,105,0.58874264294473,0.07727267576940756
3,0.03,cobyla-5,106,0.6492338840032394,0.06927107239460152
3,0.03,cobyla-5,107,0.7424683276486811,0.04913624097705409
3,0.03,cobyla-5,108,0.5443017666287515,0.09577499313239667
3,0.03,cobyla-5,109,0.7416129720769351,0.042640462863120406
3,0.03,cobyla-5,110,0.6395884062702327,0.06585904844309921
3,0.03,cobyla-25,101,0.5445221525190518,0.09677393260650884
3,0.03,cobyla-25,102,0.5442970415383953,0.09591363150184647
3,0.03,cobyla-25,103,0.5882657407765775,0.07777826534242958
3,0.03,cobyla-25,104,0.5442973345589334,0.09594372604537986
3,0.03,cobyla-25,105,0.58874264294473,0.07727267576940756
3,0.03,cobyla-25,106,0.5443911037710975,0.09649823076965126
3,0.03,cobyla-25,107,0.5879523471529888,0.07801566498522003
3,0.03,cobyla-25,108,0.5442978670497388,0.09584724026496937
3,0.03,cobyla-25,109,0.5443157703824705,0.09615835597410569
3,0.03,cobyla-25,110,0.5443514754431927,0.09545308241837124
3,0.03,cobyla-50,101,0.5445221525190518,0.09677393260650884
3,0.03,cobyla-50,102,0.5442970415383953,0.09591363150184647
