instance_seed,alpha,reps,tuning_seed,achieved_H,ideal_opt_mass,feasibility,qubo_min_is_optimum,params
2,0.006,2,12,0.10472799,0.08536904,0.16818876,False,"[2.382915122359675, 2.7397900897977725, 2.376555482041029, 4.483180487645776]"
2,0.006,2,13,0.10274074,0.09766658,0.1516644,False,"[2.4144821819760747, 2.772995651942848, 2.126365296090139, 5.032341929637059]"
2,0.006,2,14,0.10919119,0.07784446,0.17403146,False,"[2.376062781976894, 2.709814846288287, 2.407857491756248, 4.135387479609086]"
2,0.006,2,15,0.10417923,0.0905483,0.15971137,False,"[2.3857318389632733, 2.746644576637124, 2.198198531449498, 4.70686811588199]"
2,0.006,2,16,0.11419127,0.09491665,0.12330872,False,"[1.001878144862719, 2.7018787594538836, -2.2033920148576094, 2.3924757141900868]"
2,0.006,2,17,0.1324487,0.07315977,0.15602803,False,"[2.897754600102779, -0.20064013725891292, 2.422348651429231, 2.474064954690594]"
2,0.006,2,18,0.11113231,0.09592983,0.12798261,False,"[2.1693639987048754, 3.654649222612085, 3.1692573339124213, -1.3374916453583285]"
2,0.006,2,19,0.10958677,0.07809389,0.17185234,False,"[2.3692845628445793, 2.731612887278928, 2.296103452523375, 4.133412148618189]"
2,0.006,2,20,0.1083092,0.0882675,0.1553724,False,"[2.388429873578896, 2.759844919411824, 1.9063342505893865, 4.561082452198808]"
2,0.006,2,21,0.112846,0.0917125,0.13377589,False,"[5.288833613460365, 0.5056389890670288, 2.7572113401585643, -1.5083617469320818]"
2,0.006,2,22,0.11586291,0.09240325,0.1251618,False,"[1.0068586258178203, 2.7181833899936696, -2.0379036809313757, 2.525725256022374]"
2,0.006,2,23,0.13151843,0.07761225,0.14618078,False,"[2.8787702180992722, 2.9765240022298416, 2.9574113670812805, 2.584761533202107]"
2,0.006,2,24,0.10339055,0.08013309,0.1869839,False,"[2.416982199911331, -0.44742028107302584, 3.2521216249175615, 4.488748872995567]"
2,0.006,2,25,0.11352927,0.08118411,0.15755681,False,"[2.352385963533849, 2.7583332984200206, 1.677279058832531, 4.246966501864628]"
2,0.006,2,26,0.10213129,0.09435429,0.15839035,False,"[2.4040614634865984, 2.754110955723684, 2.2745483427646254, 4.867039517186429]"
2,0.006,2,27,0.13149821,0.07397948,0.15617982,False,"[2.897604829896726, 2.932765378142665, 2.2882325912506665, 2.675360881379436]"
2,0.006,2,28,0.12949321,0.0750936,0.15654364,False,"[2.8402390356328637, 2.8997063079853826, 1.6360922179762354, 3.305046877596815]"
2,0.006,2,29,0.1314606,0.07261543,0.15816241,False,"[2.8260460116203445, 2.8742719330279107, 1.294391361789313, 3.346903058076194]"
2,0.006,2,30,0.10765132,0.08943951,0.15479333,False,"[2.3928272138292535, 2.759398211104624, 1.9311425708765328, 4.612844551287783]"
2,0.006,2,31,0.10975557,0.07433011,0.17993614,False,"[2.370351365639111, -0.4353420282128954, 2.605615717602598, 4.05204090402571]"
2,0.006,2,32,0.12667696,0.08121203,0.14714557,False,"[2.8445929366362037, 2.9479941116375983, 2.4011597779276577, 3.329941032941585]"
2,0.006,2,33,0.11681202,0.09303864,0.12534641,False,"[0.9831760965310331, 2.7470923552293978, -2.0118006992823796, 2.703176500856774]"
2,0.006,2,34,0.09554723,0.0955269,0.17938494,False,"[2.451460773062984, 2.7216900718843093, 3.2828924135926028, 5.037697407746679]"
2,0.006,2,35,0.12726663,0.0781297,0.15325426,False,"[-0.31489024191179915, -0.24305124204832954, 1.6313757408803105, 3.573662949142185]"
2,0.006,2,36,0.11477648,0.07678812,0.16404471,False,"[2.353051517656558, 2.7500557296927517, 1.8127766859460726, 4.0112191242203314]"
2,0.006,2,37,0.10721576,0.08700372,0.15951151,False,"[2.376680689095294, 2.749819672638674, 2.038185544783359, 4.523771493262896]"
2,0.006,2,38,0.09878362,0.08927947,0.18086427,False,"[2.439378265721481, -0.4298058881071329, 3.186164310556109, 4.772399113785693]"
2,0.006,2,39,0.11443309,0.09528351,0.12033548,False,"[4.149322001113324, 2.7091852489563504, -2.1835033175819376, 2.478983015311603]"
2,0.006,2,40,0.13158263,0.0752861,0.15219348,False,"[2.8877480487609484, 2.9597943294577456, 2.667928841466366, 2.5450354504752197]"
2,0.01,2,1,0.16407463,0.07776996,0.29892131,True,"[2.513080507274518, 2.7778969550404917, 2.1461605648888495, 4.07435742527947]"
2,0.01,2,2,0.1714294,0.07011386,0.28224321,True,"[2.452405059533596, 2.761195210725308, 1.871284546528722, 3.427855483350942]"
2,0.01,2,3,0.22681206,0.04583511,0.26512795,True,"[1.2725027318035735, 1.5235554571149885, 2.2607921076365174, 2.911184924607012]"
2,0.01,2,4,0.16820595,0.07572655,0.29333124,True,"[2.482716310783334, 2.7331336462849176, 2.23091091818498, 3.3755147173396214]"
2,0.01,2,5,0.2024611,0.05333802,0.24595871,True,"[2.318525113071127, 2.738978140404784, 1.24426405028477, 2.466851614922418]"
2,0.01,2,6,0.20604905,0.04793947,0.24543436,True,"[-0.27313675868423093, 3.009140530506579, 2.023394289020864, 2.5473962317580807]"
2,0.01,2,7,0.19067488,0.05629286,0.25086015,True,"[2.407052324651724, 2.806482948631471, 1.2066855746661764, 3.1252604335071488]"
2,0.01,2,8,0.21009393,0.04661051,0.24568786,True,"[-0.24332078891226325, 2.9888715387960074, 1.8046257628168751, 2.0622438305698525]"
2,0.01,2,9,0.16314799,0.07966379,0.30423243,True,"[2.494373005447247, 2.7472939442001256, 2.3801488429845454, 3.6368272914492104]"
2,0.01,2,10,0.19394486,0.05135997,0.24357593,True,"[-0.3955166922962454, -0.21319752373755974, 1.2214000843163915, 3.3077010073159]"
2,0.01,2,11,0.18140486,0.05093742,0.22680689,True,"[2.125033767730894, 0.6255132516645828, 2.836746039926316, -0.8379539988787511]"
2,0.01,2,12,0.18282043,0.05232977,0.23811607,True,"[2.1692428383774356, 0.5528105713539723, 2.4276077521331176, -0.9170804151645119]"
2,0.01,2,13,0.16727795,0.07438569,0.29012032,True,"[2.514436656672234, 2.7910118348912043, 1.9845165494368213, 4.037672645937836]"
2,0.01,2,14,0.1665254,0.07600455,0.29554855,True,"[2.474430426801556, 2.744798053429048, 2.220977238652799, 3.4536825102405078]"
2,0.01,2,15,0.16668338,0.07427455,0.29090207,True,"[2.502496817292237, 2.7862301367507256, 1.9964496107932663, 3.927745671189818]"
2,0.01,2,16,0.17228759,0.07052808,0.27682123,True,"[2.5637078127689588, -0.3102858665087328, 1.8567503516771748, 4.241752829438942]"
2,0.01,2,17,0.20716044,0.04721688,0.24554019,True,"[2.867746274383141, 2.9660523581329614, 1.4369819345656423, 2.355552245296932]"
2,0.01,2,18,0.18596308,0.06273869,0.26502635,True,"[2.3928586398944747, 2.7311566521538815, 1.6928428529010215, 2.8240085754011237]"
2,0.01,2,19,0.17611525,0.0685237,0.27780372,True,"[2.4388431279491947, 2.741628583824895, 1.9172654574478336, 3.1098382411343968]"
2,0.01,2,20,0.2206423,0.04353956,0.2402749,True,"[2.9805389613608173, -0.18929956776089255, 1.8259852222802881, 1.097835761085007]"
2,0.01,2,21,0.20770246,0.05663723,0.30887326,True,"[0.7402550183815841, 2.041883242378905, 2.619169241697424, -0.6018104971471634]"
2,0.01,2,22,0.21231732,0.05253858,0.29261644,True,"[0.8689258005061344, 1.9527700058106194, 2.764267829853197, -0.463120243745557]"
2,0.01,2,23,0.17562921,0.06717462,0.27540918,True,"[2.435635230345762, 2.758811750077577, 1.752798720145204, 3.2754097894252263]"
2,0.01,2,24,0.1704981,0.07305127,0.28778438,True,"[2.4599249656553064, 2.7342604478829964, 2.098184060447461, 3.2866784344271456]"
2,0.01,2,25,0.17144083,0.0711594,0.28409863,True,"[2.4543775581259943, 2.7456299477254555, 1.975183987814471, 3.303231481225697]"
2,0.01,2,26,0.1883229,0.05407876,0.24310467,True,"[2.6948701504322057, 2.9183519386427017, 1.3319216412559198, 3.617604496545007]"
2,0.01,2,27,0.19340543,0.05151181,0.24471321,True,"[2.7733080829179944, 2.945185244240927, 1.3887576372634673, 3.29981134791044]"
2,0.01,2,28,0.16147934,0.08113492,0.30752614,True,"[2.5048890051412713, 2.7484136728021706, 2.4093106704844476, 3.777351269178299]"
2,0.01,2,29,0.19888847,0.05566857,0.25103533,True,"[2.331216649665656, -0.40447400664201655, 1.406987040931542, 2.5138788629198565]"
2,0.01,2,30,0.16608476,0.07620887,0.29400947,True,"[2.522952229954622, 2.7844495954807003, 2.058009040572201, 4.097962699839431]"
2,0.01,2,31,0.16046898,0.08672979,0.32074365,True,"[2.540365061803381, 2.759287437078651, 2.6617076098810677, 4.255520007508252]"
2,0.01,2,32,0.19161086,0.05207083,0.2451686,True,"[2.7660898135996876, 2.9480357711677687, 1.4288984863546985, 3.408729512023765]"
2,0.01,2,33,0.18529576,0.0623257,0.26416921,True,"[2.3979001195197664, -0.40079383634801075, 1.6348961527218921, 2.8789308305902783]"
2,0.01,2,34,0.16316835,0.08003471,0.30453038,True,"[2.49418483325144, 2.741166106768714, 2.396104944404086, 3.6312322173663416]"
2,0.01,2,35,0.18138437,0.05092574,0.22682802,True,"[2.1232772467667145, 0.6240037398060675, 2.8107475685791843, -0.8382380383455704]"
2,0.01,2,36,0.16748009,0.07345204,0.28976893,True,"[5.613764856542786, 2.7584998569530685, 2.016905771998201, 3.5553047298768257]"
2,0.01,2,37,0.20872555,0.05436726,0.29630128,True,"[0.6721464033705975, 2.096750703636658, 2.5453092563643915, -0.5287437010137673]"
2,0.01,2,38,0.18999087,0.05294994,0.2444778,True,"[2.758299286618465, 2.945293354539133, 1.4906454447038644, 3.5119522184006318]"
2,0.01,2,39,0.19482365,0.05513506,0.24945084,True,"[2.3628867059722403, 2.777498091071953, 1.2046221380318154, 2.8274807872397956]"
2,0.01,2,40,0.20758389,0.05199239,0.28370345,True,"[0.5264201896315869, 2.258162336213329, 2.6820520609472283, -0.4299889689132597]"
2,0.0209,2,1,0.31086976,0.07015321,0.3948741,True,"[2.7709990384997236, 2.9575884197694124, 1.0024282728034026, 2.8220538776478974]"
2,0.0209,2,2,0.32820759,0.06261593,0.34865912,True,"[1.876221389703903, 0.906121066547493, 1.9052099297363212, -0.5219023728429639]"
2,0.0209,2,3,0.39345107,0.05041716,0.31816429,True,"[1.3013980397640386, 1.495870797820374, 1.1407421048549655, 1.6307528107450433]"
2,0.0209,2,4,0.31276936,0.0683826,0.38447014,True,"[2.7594314259721737, 2.954356897490912, 0.9374013736204234, 2.5946651027571606]"
2,0.0209,2,5,0.2912625,0.08184394,0.4441376,True,"[2.5426105156077305, 2.7589429027343035, 1.391022785835517, 2.015059337067858]"
2,0.0209,2,6,0.31840323,0.07166895,0.40918681,True,"[-0.3401406284738096, 2.9678277260419224, 1.1825322929101256, 3.487893776811947]"
2,0.0209,2,7,0.29134022,0.08253587,0.44738143,True,"[2.5473433886326102, 2.7603713857544325, 1.4087784480100767, 2.040125071713418]"
2,0.0209,2,8,0.3901247,0.05139662,0.32375779,True,"[1.2886599585969503, 1.4934381811365305, 1.1294433866102567, 1.9469439997660811]"
2,0.0209,2,9,0.41388406,0.04068526,0.27413026,True,"[1.2703290437146508, 2.9541874942258337, 1.2325883593317664, 3.1863468886981474]"
2,0.0209,2,10,0.33907856,0.06542587,0.39885533,True,"[0.2156641824656108, 2.9893525450629483, -1.2675416087514033, 4.3408665175979255]"
2,0.0209,2,11,0.31824268,0.0658319,0.37105455,True,"[2.755739738800689, 2.9513682466121254, 0.8751281627823656, 2.349883558605936]"
2,0.0209,2,12,0.31116656,0.06974962,0.39201967,True,"[-0.3733695325445926, -0.18548954560783742, 0.9876044189615544, 2.7488645710588067]"
2,0.0209,2,13,0.31152185,0.06938907,0.38984283,True,"[2.765953475351659, 2.9553956418268754, 0.9746443693727923, 2.6999515578545625]"
2,0.0209,2,14,0.31099729,0.07090842,0.39937766,True,"[2.7777387561055265, 2.9598285271113243, 1.0466356400855799, 2.9412687083785016]"
2,0.0209,2,15,0.31084252,0.07027352,0.39550036,True,"[2.771241775303215, 2.9574410650210874, 1.0056396570080022, 2.8367636963904808]"
2,0.0209,2,16,0.3108957,0.07017918,0.39464153,True,"[2.7708607137413397, -0.1843885121203409, 1.005339639447132, 2.812199842643947]"
2,0.0209,2,17,0.31759374,0.06622499,0.37278552,True,"[2.750029926794308, 2.947329232762666, 0.8601411340984702, 2.3785748844864845]"
2,0.0209,2,18,0.29467223,0.0855463,0.46177615,True,"[2.567272415622625, 2.7623141772346274, 1.4889348263543416, 2.163053471213633]"
2,0.0209,2,19,0.38241751,0.05422404,0.34173044,True,"[1.2891418571246416, 1.477282025301068, 1.3638499440100653, 3.8172684484686346]"
2,0.0209,2,20,0.32999673,0.06283257,0.35124758,True,"[2.4519256244792196, -0.37037950008519954, 0.9028182859113425, 1.5722922088869749]"
2,0.0209,2,21,0.29130684,0.08241489,0.44694254,True,"[2.5460254865210503, 2.75934540167868, 1.40713118814689, 2.0341842600649667]"
2,0.0209,2,22,0.29133701,0.08255095,0.44762505,True,"[2.546535075201217, -0.381813537527606, 1.4097539992976318, 2.0398256921078324]"
2,0.0209,2,23,0.30930262,0.0701387,0.38688282,True,"[2.4792175112253436, 2.760773380364049, 1.0699720710574143, 1.725380115482876]"
2,0.0209,2,24,0.2913158,0.08243415,0.44697055,True,"[2.5463021274599575, 2.760404271146211, 1.4070577190169986, 2.0362238140177813]"
2,0.0209,2,25,0.29177113,0.08038476,0.43682776,True,"[2.5349837411585843, 2.755702286176477, 1.3477108998229683, 1.9685194258218446]"
2,0.0209,2,26,0.29204328,0.07985956,0.43444816,True,"[2.532037094848728, 2.7557862049929382, 1.3453546612192548, 1.947604446327484]"
2,0.0209,2,27,0.2912792,0.08164982,0.44315946,True,"[2.5417326467295958, 2.7583638246329762, 1.3858934530520635, 2.0081159486749414]"
2,0.0209,2,28,0.29368365,0.08502151,0.45959173,True,"[2.560712394745475, 2.7649464765231073, 1.4703775745601912, 2.1450084222165087]"
2,0.0209,2,29,0.40260052,0.04735806,0.29951181,True,"[1.33165488145477, 1.5037471379411504, 1.2183667162239253, 0.7767156706695104]"
2,0.0209,2,30,0.31952126,0.07136259,0.40891487,True,"[2.7990121167911357, 2.96839368436158, 1.162469352187752, 3.552986143975056]"
2,0.0209,2,31,0.32390608,0.06480256,0.3697225,True,"[2.105807169967727, 0.6592446621762716, 1.4678525868373145, -0.4047357308020315]"
2,0.0209,2,32,0.29130698,0.08240769,0.44689996,True,"[2.5460279106944013, 2.7596533243792822, 1.4073481169611248, 2.034056112092214]"
2,0.0209,2,33,0.37661248,0.0552494,0.33976539,True,"[0.36035963716203867, -0.11879579935214513, -0.8883893880473673, 1.7292072892074024]"
2,0.0209,2,34,0.31206675,0.07147925,0.40373561,True,"[2.7858418516635566, 2.962263992307904, 1.090384267103168, 3.0908143302895983]"
2,0.0209,2,35,0.40965915,0.04514511,0.28521053,True,"[1.309131798947993, 1.5490805850592069, 1.350361577456889, 0.08822259007665148]"
2,0.0209,2,36,0.35675193,0.05566242,0.33280878,True,"[2.8596428451373677, 2.9902656616085017, 0.8726083728820831, 1.5268236475742318]"
2,0.0209,2,37,0.36540115,0.05581171,0.34267929,True,"[3.4423942514842283, 2.981568743303859, -0.6692053985104758, 2.162081285299071]"
2,0.0209,2,38,0.31661832,0.06523366,0.37478475,True,"[2.777761472872467, 2.9752877725682505, 0.9099997082914836, 2.467231013469098]"
2,0.0209,2,39,0.29898305,0.08690059,0.46959953,True,"[2.57007708643638, 2.7672364805129597, 1.5359700520035127, 2.2387931653602875]"
2,0.0209,2,40,0.35197676,0.05633492,0.33559047,True,"[2.8459546423390223, 2.992927131782999, 0.8695016932922729, 1.624514961174837]"
2,0.021,2,1,0.31204571,0.07004746,0.39442923,True,"[2.769444235472049, 2.9563839105857848, 0.9888707833961866, 2.78294005891021]"
2,0.021,2,2,0.32742332,0.06341594,0.35464478,True,"[1.9010146200865248, 0.8837620132087071, 1.8529559139662966, -0.49657317435716875]"
2,0.021,2,3,0.39484342,0.05039109,0.31798471,True,"[1.300886587844488, 1.4989385835263378, 1.1496105329770263, 1.6266009349411976]"
2,0.021,2,4,0.31612503,0.06714032,0.37853446,True,"[2.75196594206119, 2.9522476205871455, 0.8858537978461539, 2.4691905872422155]"
2,0.021,2,5,0.29228172,0.08182139,0.44475977,True,"[2.5427736347982455, 2.758780708245296, 1.3863766942238969, 2.00606878420951]"
2,0.021,2,6,0.3157972,0.07194201,0.4085481,True,"[-0.348097041059691, 2.962172828691012, 1.1211007800464856, 3.286579922948737]"
2,0.021,2,7,0.29228013,0.0819107,0.44520147,True,"[2.543336772641683, 2.7589026893364514, 1.3892833051324482, 2.008867114149116]"
2,0.021,2,8,0.39084961,0.05162318,0.32505963,True,"[1.2865751636057434, 1.4945089329282946, 1.1355617771091167, 2.001557976987567]"
2,0.021,2,9,0.41503408,0.04087637,0.27531518,True,"[1.2663179616304898, 2.9553248247657153, 1.1984766149357136, 3.1146997599748882]"
2,0.021,2,10,0.3435758,0.06547586,0.40126257,True,"[0.2229895548333934, 2.992843590851705, -1.3033939583713656, 4.671101303703535]"
2,0.021,2,11,0.32124194,0.06564062,0.36817217,True,"[2.7416771275217067, 2.943536065405715, 0.8495923622045128, 2.288242117043285]"
2,0.021,2,12,0.29398663,0.08456877,0.45807482,True,"[-0.582401734723025, -0.3787880573910553, 1.4554689271107852, 2.113464106659448]"
2,0.021,2,13,0.31262164,0.06930483,0.39031223,True,"[2.765458431422347, 2.9554790784960034, 0.9608455850276293, 2.6915546863329602]"
2,0.021,2,14,0.29320244,0.08388909,0.45472582,True,"[2.5550309724168474, 2.7631226955364774, 1.4373662828104132, 2.0863424060203695]"
2,0.021,2,15,0.31191842,0.07037197,0.39649123,True,"[2.772115602217291, 2.9575441477440934, 1.005123131620689, 2.8352314901164957]"
2,0.021,2,16,0.29323059,0.08390864,0.45473193,True,"[2.555872652100053, -0.3783304698381156, 1.4396394966041763, 2.0863174757495107]"
2,0.021,2,17,0.31554018,0.06748972,0.38001989,True,"[2.7555802258831292, 2.952873869457508, 0.9052781091846887, 2.4909540159898387]"
2,0.021,2,18,0.30518097,0.0725006,0.3987207,True,"[2.4921513663713046, 2.75239894985619, 1.1222263513417263, 1.765503253834435]"
2,0.021,2,19,0.38382402,0.05402346,0.34067583,True,"[1.2891285839249582, 1.4765134356780671, 1.3563573105357463, 3.8793178237168333]"
2,0.021,2,20,0.33396185,0.06346275,0.35647203,True,"[2.4405952736875802, -0.3560382209204, 0.8110807991951903, 1.6548499327624073]"
2,0.021,2,21,0.29231092,0.08228546,0.44702986,True,"[2.545522909375446, 2.7598122120111563, 1.399414521207225, 2.02222545715338]"
2,0.021,2,22,0.31305892,0.06901702,0.38820061,True,"[2.7632649103383233, -0.18646738203327973, 0.9565294503704435, 2.6449194291706726]"
2,0.021,2,23,0.30191806,0.07395817,0.40589135,True,"[2.499362958961969, 2.753804172064714, 1.1614071665053298, 1.7991483116867495]"
2,0.021,2,24,0.29228538,0.08197811,0.44549564,True,"[2.544126243919228, 2.7594185992971445, 1.3928675520168021, 2.010748977487024]"
2,0.021,2,25,0.29228939,0.08170509,0.44420918,True,"[2.5421527199714937, 2.758648775658002, 1.3847103792133943, 2.0014788536238424]"
2,0.021,2,26,0.30902769,0.07328018,0.40111739,True,"[2.5009970996042536, 2.778757807447698, 1.047143173235076, 1.8783476998453799]"
2,0.021,2,27,0.29231849,0.08147864,0.44304053,True,"[2.5409826892212255, 2.758310929655817, 1.376787302885729, 1.9947409854016165]"
2,0.021,2,28,0.2934755,0.08411794,0.45658309,True,"[2.552650355678025, 2.7602047482681833, 1.4431505623262126, 2.0932792183011366]"
2,0.021,2,29,0.40459151,0.04763069,0.30119542,True,"[1.3312086281553352, 1.5082317698021166, 1.2577193653191983, 0.7564473275993074]"
2,0.021,2,30,0.32329187,0.07088566,0.40869506,True,"[2.8075989683264604, 2.970274165762833, 1.184631208405669, 3.6522278807489257]"
2,0.021,2,31,0.32410997,0.06531188,0.3718344,True,"[2.0883094005214873, 0.6794781069207504, 1.5125246873967026, -0.4075437135807621]"
2,0.021,2,32,0.29230905,0.08226908,0.44698933,True,"[2.5454335413435945, 2.7592709553460097, 1.4002528315223304, 2.0205195594789025]"
2,0.021,2,33,0.37933501,0.0550752,0.33828581,True,"[0.39382349154760543, -0.12441143374524809, -0.8919141159691544, 1.4614577860858793]"
